name,move,level_learned_at,power,damage_class,type
scyther,light-screen,0.0,,status,psychic
articuno,light-screen,0.0,,status,psychic
zapdos,light-screen,60.0,,status,psychic
dratini,light-screen,0.0,,status,psychic
mewtwo,light-screen,0.0,,status,psychic
slowbro,light-screen,0.0,,status,psychic
magneton,light-screen,0.0,,status,psychic
cloyster,light-screen,0.0,,status,psychic
hypno,light-screen,0.0,,status,psychic
electrode,light-screen,29.0,,status,psychic
exeggutor,light-screen,0.0,,status,psychic
chansey,light-screen,48.0,,status,psychic
starmie,light-screen,0.0,,status,psychic
mr-mime,light-screen,23.0,,status,psychic
jynx,light-screen,0.0,,status,psychic
electabuzz,light-screen,49.0,,status,psychic
jolteon,light-screen,0.0,,status,psychic
dragonair,light-screen,0.0,,status,psychic
dragonite,light-screen,0.0,,status,psychic
mew,light-screen,0.0,,status,psychic
ivysaur,light-screen,0.0,,status,psychic
squirtle,haze,0.0,,status,ice
ekans,haze,43.0,,status,ice
zubat,haze,36.0,,status,ice
psyduck,haze,0.0,,status,ice
poliwag,haze,0.0,,status,ice
tentacool,haze,0.0,,status,ice
wartortle,haze,0.0,,status,ice
blastoise,haze,0.0,,status,ice
arbok,haze,51.0,,status,ice
golbat,haze,43.0,,status,ice
golduck,haze,0.0,,status,ice
poliwhirl,haze,0.0,,status,ice
poliwrath,haze,1.0,,status,ice
tentacruel,haze,1.0,,status,ice
doduo,haze,0.0,,status,ice
seel,haze,0.0,,status,ice
grimer,haze,0.0,,status,ice
gastly,haze,0.0,,status,ice
drowzee,haze,0.0,,status,ice
krabby,haze,0.0,,status,ice
koffing,haze,45.0,,status,ice
goldeen,haze,0.0,,status,ice
lapras,haze,0.0,,status,ice
omanyte,haze,0.0,,status,ice
articuno,haze,60.0,,status,ice
dratini,haze,0.0,,status,ice
dewgong,haze,0.0,,status,ice
muk,haze,1.0,,status,ice
haunter,haze,0.0,,status,ice
gengar,haze,1.0,,status,ice
hypno,haze,0.0,,status,ice
weezing,haze,49.0,,status,ice
vaporeon,haze,44.0,,status,ice
dragonair,haze,0.0,,status,ice
dragonite,haze,0.0,,status,ice
mew,haze,0.0,,status,ice
bulbasaur,reflect,0.0,,status,psychic
charmander,reflect,0.0,,status,psychic
squirtle,reflect,0.0,,status,psychic
pidgey,reflect,0.0,,status,psychic
nidoran-f,reflect,0.0,,status,psychic
nidoran-m,reflect,0.0,,status,psychic
vulpix,reflect,0.0,,status,psychic
oddish,reflect,0.0,,status,psychic
paras,reflect,0.0,,status,psychic
venonat,reflect,0.0,,status,psychic
growlithe,reflect,0.0,,status,psychic
abra,reflect,0.0,,status,psychic
bellsprout,reflect,0.0,,status,psychic
tentacool,reflect,0.0,,status,psychic
venusaur,reflect,0.0,,status,psychic
charmeleon,reflect,0.0,,status,psychic
charizard,reflect,0.0,,status,psychic
wartortle,reflect,0.0,,status,psychic
blastoise,reflect,0.0,,status,psychic
butterfree,reflect,0.0,,status,psychic
beedrill,reflect,0.0,,status,psychic
pidgeotto,reflect,0.0,,status,psychic
pidgeot,reflect,0.0,,status,psychic
pikachu,reflect,0.0,,status,psychic
raichu,reflect,0.0,,status,psychic
nidorina,reflect,0.0,,status,psychic
nidoqueen,reflect,0.0,,status,psychic
nidorino,reflect,0.0,,status,psychic
nidoking,reflect,0.0,,status,psychic
clefairy,reflect,0.0,,status,psychic
clefable,reflect,0.0,,status,psychic
ninetales,reflect,0.0,,status,psychic
jigglypuff,reflect,0.0,,status,psychic
wigglytuff,reflect,0.0,,status,psychic
gloom,reflect,0.0,,status,psychic
vileplume,reflect,0.0,,status,psychic
parasect,reflect,0.0,,status,psychic
venomoth,reflect,0.0,,status,psychic
arcanine,reflect,0.0,,status,psychic
kadabra,reflect,42.0,,status,psychic
alakazam,reflect,42.0,,status,psychic
weepinbell,reflect,0.0,,status,psychic
victreebel,reflect,0.0,,status,psychic
tentacruel,reflect,0.0,,status,psychic
ponyta,reflect,0.0,,status,psychic
slowpoke,reflect,0.0,,status,psychic
magnemite,reflect,0.0,,status,psychic
farfetchd,reflect,0.0,,status,psychic
doduo,reflect,0.0,,status,psychic
shellder,reflect,0.0,,status,psychic
drowzee,reflect,0.0,,status,psychic
voltorb,reflect,0.0,,status,psychic
exeggcute,reflect,25.0,,status,psychic
tangela,reflect,0.0,,status,psychic
staryu,reflect,0.0,,status,psychic
lapras,reflect,0.0,,status,psychic
eevee,reflect,0.0,,status,psychic
porygon,reflect,0.0,,status,psychic
omanyte,reflect,0.0,,status,psychic
kabuto,reflect,0.0,,status,psychic
aerodactyl,reflect,0.0,,status,psychic
articuno,reflect,0.0,,status,psychic
zapdos,reflect,0.0,,status,psychic
moltres,reflect,0.0,,status,psychic
dratini,reflect,0.0,,status,psychic
mewtwo,reflect,0.0,,status,psychic
rapidash,reflect,0.0,,status,psychic
slowbro,reflect,0.0,,status,psychic
magneton,reflect,0.0,,status,psychic
dodrio,reflect,0.0,,status,psychic
cloyster,reflect,0.0,,status,psychic
hypno,reflect,0.0,,status,psychic
electrode,reflect,0.0,,status,psychic
exeggutor,reflect,0.0,,status,psychic
chansey,reflect,0.0,,status,psychic
starmie,reflect,0.0,,status,psychic
mr-mime,reflect,0.0,,status,psychic
jynx,reflect,0.0,,status,psychic
electabuzz,reflect,0.0,,status,psychic
gyarados,reflect,0.0,,status,psychic
vaporeon,reflect,0.0,,status,psychic
jolteon,reflect,0.0,,status,psychic
flareon,reflect,0.0,,status,psychic
omastar,reflect,0.0,,status,psychic
kabutops,reflect,0.0,,status,psychic
snorlax,reflect,0.0,,status,psychic
dragonair,reflect,0.0,,status,psychic
dragonite,reflect,0.0,,status,psychic
mew,reflect,0.0,,status,psychic
ivysaur,reflect,0.0,,status,psychic
rattata,focus-energy,23.0,,status,normal
spearow,focus-energy,29.0,,status,normal
nidoran-f,focus-energy,0.0,,status,normal
nidoran-m,focus-energy,21.0,,status,normal
mankey,focus-energy,27.0,,status,normal
machop,focus-energy,32.0,,status,normal
beedrill,focus-energy,16.0,,status,normal
raticate,focus-energy,27.0,,status,normal
fearow,focus-energy,32.0,,status,normal
nidorina,focus-energy,0.0,,status,normal
nidoqueen,focus-energy,0.0,,status,normal
nidorino,focus-energy,23.0,,status,normal
nidoking,focus-energy,1.0,,status,normal
primeape,focus-energy,27.0,,status,normal
machoke,focus-energy,36.0,,status,normal
machamp,focus-energy,36.0,,status,normal
farfetchd,focus-energy,4.0,,status,normal
cubone,focus-energy,31.0,,status,normal
kangaskhan,focus-energy,0.0,,status,normal
horsea,focus-energy,14.0,,status,normal
scyther,focus-energy,20.0,,status,normal
pinsir,focus-energy,36.0,,status,normal
tauros,focus-energy,38.0,,status,normal
eevee,focus-energy,36.0,,status,normal
marowak,focus-energy,1.0,,status,normal
hitmonlee,focus-energy,43.0,,status,normal
hitmonchan,focus-energy,35.0,,status,normal
seadra,focus-energy,14.0,,status,normal
magmar,focus-energy,0.0,,status,normal
vaporeon,focus-energy,0.0,,status,normal
jolteon,focus-energy,0.0,,status,normal
flareon,focus-energy,24.0,,status,normal
mew,focus-energy,0.0,,status,normal
bulbasaur,bide,0.0,,physical,normal
charmander,bide,0.0,,physical,normal
squirtle,bide,0.0,,physical,normal
pidgey,bide,0.0,,physical,normal
rattata,bide,0.0,,physical,normal
spearow,bide,0.0,,physical,normal
ekans,bide,0.0,,physical,normal
sandshrew,bide,0.0,,physical,normal
nidoran-f,bide,0.0,,physical,normal
nidoran-m,bide,0.0,,physical,normal
vulpix,bide,0.0,,physical,normal
zubat,bide,0.0,,physical,normal
oddish,bide,0.0,,physical,normal
paras,bide,0.0,,physical,normal
venonat,bide,0.0,,physical,normal
diglett,bide,0.0,,physical,normal
meowth,bide,0.0,,physical,normal
psyduck,bide,0.0,,physical,normal
mankey,bide,0.0,,physical,normal
growlithe,bide,0.0,,physical,normal
poliwag,bide,0.0,,physical,normal
abra,bide,0.0,,physical,normal
machop,bide,0.0,,physical,normal
bellsprout,bide,0.0,,physical,normal
tentacool,bide,0.0,,physical,normal
geodude,bide,0.0,,physical,normal
venusaur,bide,0.0,,physical,normal
charmeleon,bide,0.0,,physical,normal
charizard,bide,0.0,,physical,normal
wartortle,bide,0.0,,physical,normal
blastoise,bide,0.0,,physical,normal
butterfree,bide,0.0,,physical,normal
beedrill,bide,0.0,,physical,normal
pidgeotto,bide,0.0,,physical,normal
pidgeot,bide,0.0,,physical,normal
raticate,bide,0.0,,physical,normal
fearow,bide,0.0,,physical,normal
arbok,bide,0.0,,physical,normal
pikachu,bide,0.0,,physical,normal
raichu,bide,0.0,,physical,normal
sandslash,bide,0.0,,physical,normal
nidorina,bide,0.0,,physical,normal
nidoqueen,bide,0.0,,physical,normal
nidorino,bide,0.0,,physical,normal
nidoking,bide,0.0,,physical,normal
clefairy,bide,0.0,,physical,normal
clefable,bide,0.0,,physical,normal
ninetales,bide,0.0,,physical,normal
jigglypuff,bide,0.0,,physical,normal
wigglytuff,bide,0.0,,physical,normal
golbat,bide,0.0,,physical,normal
gloom,bide,0.0,,physical,normal
vileplume,bide,0.0,,physical,normal
parasect,bide,0.0,,physical,normal
venomoth,bide,0.0,,physical,normal
dugtrio,bide,0.0,,physical,normal
persian,bide,0.0,,physical,normal
golduck,bide,0.0,,physical,normal
primeape,bide,0.0,,physical,normal
arcanine,bide,0.0,,physical,normal
poliwhirl,bide,0.0,,physical,normal
poliwrath,bide,0.0,,physical,normal
kadabra,bide,0.0,,physical,normal
alakazam,bide,0.0,,physical,normal
machoke,bide,0.0,,physical,normal
machamp,bide,0.0,,physical,normal
weepinbell,bide,0.0,,physical,normal
victreebel,bide,0.0,,physical,normal
tentacruel,bide,0.0,,physical,normal
graveler,bide,0.0,,physical,normal
ponyta,bide,0.0,,physical,normal
slowpoke,bide,0.0,,physical,normal
magnemite,bide,0.0,,physical,normal
farfetchd,bide,0.0,,physical,normal
doduo,bide,0.0,,physical,normal
seel,bide,0.0,,physical,normal
grimer,bide,0.0,,physical,normal
shellder,bide,0.0,,physical,normal
gastly,bide,0.0,,physical,normal
onix,bide,0.0,,physical,normal
drowzee,bide,0.0,,physical,normal
krabby,bide,0.0,,physical,normal
voltorb,bide,0.0,,physical,normal
exeggcute,bide,0.0,,physical,normal
cubone,bide,0.0,,physical,normal
lickitung,bide,0.0,,physical,normal
koffing,bide,0.0,,physical,normal
rhyhorn,bide,0.0,,physical,normal
tangela,bide,0.0,,physical,normal
kangaskhan,bide,0.0,,physical,normal
horsea,bide,0.0,,physical,normal
goldeen,bide,0.0,,physical,normal
staryu,bide,0.0,,physical,normal
scyther,bide,0.0,,physical,normal
pinsir,bide,0.0,,physical,normal
tauros,bide,0.0,,physical,normal
lapras,bide,0.0,,physical,normal
eevee,bide,0.0,,physical,normal
porygon,bide,0.0,,physical,normal
omanyte,bide,0.0,,physical,normal
kabuto,bide,0.0,,physical,normal
aerodactyl,bide,0.0,,physical,normal
articuno,bide,0.0,,physical,normal
zapdos,bide,0.0,,physical,normal
moltres,bide,0.0,,physical,normal
dratini,bide,0.0,,physical,normal
mewtwo,bide,0.0,,physical,normal
rapidash,bide,0.0,,physical,normal
slowbro,bide,0.0,,physical,normal
magneton,bide,0.0,,physical,normal
dodrio,bide,0.0,,physical,normal
dewgong,bide,0.0,,physical,normal
muk,bide,0.0,,physical,normal
cloyster,bide,0.0,,physical,normal
haunter,bide,0.0,,physical,normal
gengar,bide,0.0,,physical,normal
hypno,bide,0.0,,physical,normal
kingler,bide,0.0,,physical,normal
electrode,bide,0.0,,physical,normal
exeggutor,bide,0.0,,physical,normal
marowak,bide,0.0,,physical,normal
hitmonlee,bide,0.0,,physical,normal
hitmonchan,bide,0.0,,physical,normal
weezing,bide,0.0,,physical,normal
rhydon,bide,0.0,,physical,normal
chansey,bide,0.0,,physical,normal
seadra,bide,0.0,,physical,normal
seaking,bide,0.0,,physical,normal
starmie,bide,0.0,,physical,normal
mr-mime,bide,0.0,,physical,normal
jynx,bide,0.0,,physical,normal
electabuzz,bide,0.0,,physical,normal
magmar,bide,0.0,,physical,normal
gyarados,bide,0.0,,physical,normal
vaporeon,bide,0.0,,physical,normal
jolteon,bide,0.0,,physical,normal
flareon,bide,0.0,,physical,normal
omastar,bide,0.0,,physical,normal
kabutops,bide,0.0,,physical,normal
snorlax,bide,0.0,,physical,normal
dragonair,bide,0.0,,physical,normal
dragonite,bide,0.0,,physical,normal
mew,bide,0.0,,physical,normal
ivysaur,bide,0.0,,physical,normal
golem,bide,0.0,,physical,normal
psyduck,metronome,0.0,,status,normal
mankey,metronome,0.0,,status,normal
abra,metronome,0.0,,status,normal
machop,metronome,0.0,,status,normal
geodude,metronome,0.0,,status,normal
clefairy,metronome,31.0,,status,normal
clefable,metronome,1.0,,status,normal
jigglypuff,metronome,0.0,,status,normal
wigglytuff,metronome,0.0,,status,normal
golduck,metronome,0.0,,status,normal
primeape,metronome,0.0,,status,normal
poliwhirl,metronome,0.0,,status,normal
poliwrath,metronome,0.0,,status,normal
kadabra,metronome,0.0,,status,normal
alakazam,metronome,0.0,,status,normal
machoke,metronome,0.0,,status,normal
machamp,metronome,0.0,,status,normal
graveler,metronome,0.0,,status,normal
grimer,metronome,0.0,,status,normal
drowzee,metronome,0.0,,status,normal
mewtwo,metronome,0.0,,status,normal
slowbro,metronome,0.0,,status,normal
muk,metronome,0.0,,status,normal
haunter,metronome,0.0,,status,normal
gengar,metronome,0.0,,status,normal
hypno,metronome,0.0,,status,normal
hitmonlee,metronome,0.0,,status,normal
hitmonchan,metronome,0.0,,status,normal
chansey,metronome,0.0,,status,normal
mr-mime,metronome,0.0,,status,normal
jynx,metronome,0.0,,status,normal
electabuzz,metronome,0.0,,status,normal
magmar,metronome,0.0,,status,normal
snorlax,metronome,0.0,,status,normal
dragonite,metronome,0.0,,status,normal
mew,metronome,30.0,,status,normal
golem,metronome,0.0,,status,normal
pidgey,mirror-move,44.0,,status,flying
spearow,mirror-move,22.0,,status,flying
pidgeotto,mirror-move,49.0,,status,flying
pidgeot,mirror-move,54.0,,status,flying
fearow,mirror-move,25.0,,status,flying
farfetchd,mirror-move,0.0,,status,flying
doduo,mirror-move,0.0,,status,flying
dodrio,mirror-move,1.0,,status,flying
geodude,self-destruct,21.0,200.0,physical,normal
jigglypuff,self-destruct,0.0,200.0,physical,normal
wigglytuff,self-destruct,0.0,200.0,physical,normal
graveler,self-destruct,21.0,200.0,physical,normal
grimer,self-destruct,0.0,200.0,physical,normal
shellder,self-destruct,0.0,200.0,physical,normal
gastly,self-destruct,0.0,200.0,physical,normal
onix,self-destruct,0.0,200.0,physical,normal
voltorb,self-destruct,22.0,200.0,physical,normal
exeggcute,self-destruct,0.0,200.0,physical,normal
koffing,self-destruct,40.0,200.0,physical,normal
mewtwo,self-destruct,0.0,200.0,physical,normal
muk,self-destruct,0.0,200.0,physical,normal
cloyster,self-destruct,0.0,200.0,physical,normal
haunter,self-destruct,0.0,200.0,physical,normal
gengar,self-destruct,0.0,200.0,physical,normal
electrode,self-destruct,22.0,200.0,physical,normal
exeggutor,self-destruct,0.0,200.0,physical,normal
weezing,self-destruct,43.0,200.0,physical,normal
snorlax,self-destruct,0.0,200.0,physical,normal
mew,self-destruct,0.0,200.0,physical,normal
golem,self-destruct,21.0,200.0,physical,normal
exeggcute,egg-bomb,0.0,100.0,physical,normal
exeggutor,egg-bomb,0.0,100.0,physical,normal
chansey,egg-bomb,0.0,100.0,physical,normal
mew,egg-bomb,0.0,100.0,physical,normal
seel,lick,0.0,30.0,physical,ghost
grimer,lick,0.0,30.0,physical,ghost
gastly,lick,1.0,30.0,physical,ghost
lickitung,lick,1.0,30.0,physical,ghost
dewgong,lick,0.0,30.0,physical,ghost
haunter,lick,1.0,30.0,physical,ghost
gengar,lick,1.0,30.0,physical,ghost
jynx,lick,18.0,30.0,physical,ghost
snorlax,lick,0.0,30.0,physical,ghost
grimer,smog,18.0,30.0,special,poison
gastly,smog,0.0,30.0,special,poison
koffing,smog,1.0,30.0,special,poison
muk,smog,18.0,30.0,special,poison
haunter,smog,1.0,30.0,special,poison
gengar,smog,1.0,30.0,special,poison
weezing,smog,1.0,30.0,special,poison
magmar,smog,52.0,30.0,special,poison
flareon,smog,42.0,30.0,special,poison
bulbasaur,sludge,0.0,65.0,special,poison
grimer,sludge,37.0,65.0,special,poison
koffing,sludge,32.0,65.0,special,poison
muk,sludge,37.0,65.0,special,poison
weezing,sludge,1.0,65.0,special,poison
cubone,bone-club,1.0,65.0,physical,ground
marowak,bone-club,1.0,65.0,physical,ground
charmander,fire-blast,0.0,110.0,special,fire
vulpix,fire-blast,0.0,110.0,special,fire
growlithe,fire-blast,0.0,110.0,special,fire
machop,fire-blast,0.0,110.0,special,fire
geodude,fire-blast,0.0,110.0,special,fire
charmeleon,fire-blast,0.0,110.0,special,fire
charizard,fire-blast,0.0,110.0,special,fire
nidoqueen,fire-blast,0.0,110.0,special,fire
nidoking,fire-blast,0.0,110.0,special,fire
clefairy,fire-blast,0.0,110.0,special,fire
clefable,fire-blast,0.0,110.0,special,fire
ninetales,fire-blast,0.0,110.0,special,fire
jigglypuff,fire-blast,0.0,110.0,special,fire
wigglytuff,fire-blast,0.0,110.0,special,fire
arcanine,fire-blast,0.0,110.0,special,fire
machoke,fire-blast,0.0,110.0,special,fire
machamp,fire-blast,0.0,110.0,special,fire
graveler,fire-blast,0.0,110.0,special,fire
ponyta,fire-blast,0.0,110.0,special,fire
slowpoke,fire-blast,0.0,110.0,special,fire
grimer,fire-blast,0.0,110.0,special,fire
cubone,fire-blast,0.0,110.0,special,fire
lickitung,fire-blast,0.0,110.0,special,fire
koffing,fire-blast,0.0,110.0,special,fire
rhyhorn,fire-blast,0.0,110.0,special,fire
kangaskhan,fire-blast,0.0,110.0,special,fire
tauros,fire-blast,0.0,110.0,special,fire
aerodactyl,fire-blast,0.0,110.0,special,fire
moltres,fire-blast,0.0,110.0,special,fire
dratini,fire-blast,0.0,110.0,special,fire
mewtwo,fire-blast,0.0,110.0,special,fire
rapidash,fire-blast,0.0,110.0,special,fire
slowbro,fire-blast,0.0,110.0,special,fire
muk,fire-blast,0.0,110.0,special,fire
marowak,fire-blast,0.0,110.0,special,fire
weezing,fire-blast,0.0,110.0,special,fire
rhydon,fire-blast,0.0,110.0,special,fire
chansey,fire-blast,0.0,110.0,special,fire
magmar,fire-blast,0.0,110.0,special,fire
gyarados,fire-blast,0.0,110.0,special,fire
flareon,fire-blast,0.0,110.0,special,fire
snorlax,fire-blast,0.0,110.0,special,fire
dragonair,fire-blast,0.0,110.0,special,fire
dragonite,fire-blast,0.0,110.0,special,fire
mew,fire-blast,0.0,110.0,special,fire
golem,fire-blast,0.0,110.0,special,fire
squirtle,waterfall,0.0,80.0,physical,water
psyduck,waterfall,0.0,80.0,physical,water
poliwag,waterfall,0.0,80.0,physical,water
tentacool,waterfall,0.0,80.0,physical,water
wartortle,waterfall,0.0,80.0,physical,water
blastoise,waterfall,0.0,80.0,physical,water
golduck,waterfall,0.0,80.0,physical,water
poliwhirl,waterfall,0.0,80.0,physical,water
poliwrath,waterfall,0.0,80.0,physical,water
tentacruel,waterfall,0.0,80.0,physical,water
slowpoke,waterfall,0.0,80.0,physical,water
seel,waterfall,0.0,80.0,physical,water
shellder,waterfall,0.0,80.0,physical,water
horsea,waterfall,0.0,80.0,physical,water
goldeen,waterfall,37.0,80.0,physical,water
staryu,waterfall,0.0,80.0,physical,water
lapras,waterfall,0.0,80.0,physical,water
omanyte,waterfall,0.0,80.0,physical,water
kabuto,waterfall,0.0,80.0,physical,water
dratini,waterfall,0.0,80.0,physical,water
slowbro,waterfall,0.0,80.0,physical,water
dewgong,waterfall,0.0,80.0,physical,water
cloyster,waterfall,0.0,80.0,physical,water
seadra,waterfall,0.0,80.0,physical,water
seaking,waterfall,39.0,80.0,physical,water
starmie,waterfall,0.0,80.0,physical,water
gyarados,waterfall,0.0,80.0,physical,water
vaporeon,waterfall,0.0,80.0,physical,water
omastar,waterfall,0.0,80.0,physical,water
kabutops,waterfall,0.0,80.0,physical,water
dragonair,waterfall,0.0,80.0,physical,water
dragonite,waterfall,0.0,80.0,physical,water
mew,waterfall,0.0,80.0,physical,water
shellder,clamp,23.0,35.0,physical,water
cloyster,clamp,1.0,35.0,physical,water
charmander,swift,0.0,60.0,special,normal
pidgey,swift,0.0,60.0,special,normal
rattata,swift,0.0,60.0,special,normal
spearow,swift,0.0,60.0,special,normal
sandshrew,swift,31.0,60.0,special,normal
vulpix,swift,0.0,60.0,special,normal
zubat,swift,0.0,60.0,special,normal
venonat,swift,0.0,60.0,special,normal
meowth,swift,0.0,60.0,special,normal
psyduck,swift,0.0,60.0,special,normal
mankey,swift,0.0,60.0,special,normal
growlithe,swift,0.0,60.0,special,normal
poliwag,swift,0.0,60.0,special,normal
abra,swift,0.0,60.0,special,normal
tentacool,swift,0.0,60.0,special,normal
charmeleon,swift,0.0,60.0,special,normal
charizard,swift,0.0,60.0,special,normal
butterfree,swift,0.0,60.0,special,normal
beedrill,swift,0.0,60.0,special,normal
pidgeotto,swift,0.0,60.0,special,normal
pidgeot,swift,0.0,60.0,special,normal
raticate,swift,0.0,60.0,special,normal
fearow,swift,0.0,60.0,special,normal
pikachu,swift,26.0,60.0,special,normal
raichu,swift,0.0,60.0,special,normal
sandslash,swift,36.0,60.0,special,normal
clefairy,swift,0.0,60.0,special,normal
clefable,swift,0.0,60.0,special,normal
ninetales,swift,0.0,60.0,special,normal
jigglypuff,swift,0.0,60.0,special,normal
wigglytuff,swift,0.0,60.0,special,normal
golbat,swift,0.0,60.0,special,normal
venomoth,swift,0.0,60.0,special,normal
persian,swift,0.0,60.0,special,normal
golduck,swift,0.0,60.0,special,normal
primeape,swift,0.0,60.0,special,normal
arcanine,swift,0.0,60.0,special,normal
poliwhirl,swift,0.0,60.0,special,normal
poliwrath,swift,0.0,60.0,special,normal
kadabra,swift,0.0,60.0,special,normal
alakazam,swift,0.0,60.0,special,normal
weepinbell,swift,0.0,60.0,special,normal
victreebel,swift,0.0,60.0,special,normal
tentacruel,swift,0.0,60.0,special,normal
ponyta,swift,0.0,60.0,special,normal
slowpoke,swift,0.0,60.0,special,normal
magnemite,swift,41.0,60.0,special,normal
farfetchd,swift,0.0,60.0,special,normal
doduo,swift,0.0,60.0,special,normal
shellder,swift,0.0,60.0,special,normal
drowzee,swift,0.0,60.0,special,normal
voltorb,swift,36.0,60.0,special,normal
cubone,swift,0.0,60.0,special,normal
horsea,swift,0.0,60.0,special,normal
goldeen,swift,0.0,60.0,special,normal
staryu,swift,32.0,60.0,special,normal
scyther,swift,0.0,60.0,special,normal
eevee,swift,0.0,60.0,special,normal
porygon,swift,0.0,60.0,special,normal
aerodactyl,swift,0.0,60.0,special,normal
articuno,swift,0.0,60.0,special,normal
zapdos,swift,0.0,60.0,special,normal
moltres,swift,0.0,60.0,special,normal
dratini,swift,0.0,60.0,special,normal
mewtwo,swift,1.0,60.0,special,normal
rapidash,swift,0.0,60.0,special,normal
slowbro,swift,0.0,60.0,special,normal
magneton,swift,46.0,60.0,special,normal
dodrio,swift,0.0,60.0,special,normal
muk,swift,0.0,60.0,special,normal
cloyster,swift,0.0,60.0,special,normal
hypno,swift,0.0,60.0,special,normal
electrode,swift,40.0,60.0,special,normal
marowak,swift,0.0,60.0,special,normal
hitmonlee,swift,0.0,60.0,special,normal
hitmonchan,swift,0.0,60.0,special,normal
chansey,swift,0.0,60.0,special,normal
seadra,swift,0.0,60.0,special,normal
seaking,swift,0.0,60.0,special,normal
starmie,swift,0.0,60.0,special,normal
electabuzz,swift,0.0,60.0,special,normal
vaporeon,swift,0.0,60.0,special,normal
jolteon,swift,0.0,60.0,special,normal
flareon,swift,0.0,60.0,special,normal
dragonair,swift,0.0,60.0,special,normal
dragonite,swift,0.0,60.0,special,normal
mew,swift,0.0,60.0,special,normal
bulbasaur,skull-bash,0.0,130.0,physical,normal
charmander,skull-bash,0.0,130.0,physical,normal
squirtle,skull-bash,35.0,130.0,physical,normal
rattata,skull-bash,0.0,130.0,physical,normal
ekans,skull-bash,0.0,130.0,physical,normal
sandshrew,skull-bash,0.0,130.0,physical,normal
nidoran-f,skull-bash,0.0,130.0,physical,normal
nidoran-m,skull-bash,0.0,130.0,physical,normal
vulpix,skull-bash,0.0,130.0,physical,normal
paras,skull-bash,0.0,130.0,physical,normal
meowth,skull-bash,0.0,130.0,physical,normal
psyduck,skull-bash,0.0,130.0,physical,normal
mankey,skull-bash,0.0,130.0,physical,normal
growlithe,skull-bash,0.0,130.0,physical,normal
poliwag,skull-bash,0.0,130.0,physical,normal
abra,skull-bash,0.0,130.0,physical,normal
machop,skull-bash,0.0,130.0,physical,normal
tentacool,skull-bash,0.0,130.0,physical,normal
charmeleon,skull-bash,0.0,130.0,physical,normal
charizard,skull-bash,0.0,130.0,physical,normal
wartortle,skull-bash,39.0,130.0,physical,normal
blastoise,skull-bash,42.0,130.0,physical,normal
beedrill,skull-bash,0.0,130.0,physical,normal
raticate,skull-bash,0.0,130.0,physical,normal
arbok,skull-bash,0.0,130.0,physical,normal
pikachu,skull-bash,0.0,130.0,physical,normal
raichu,skull-bash,0.0,130.0,physical,normal
sandslash,skull-bash,0.0,130.0,physical,normal
nidorina,skull-bash,0.0,130.0,physical,normal
nidoqueen,skull-bash,0.0,130.0,physical,normal
nidorino,skull-bash,0.0,130.0,physical,normal
nidoking,skull-bash,0.0,130.0,physical,normal
clefairy,skull-bash,0.0,130.0,physical,normal
clefable,skull-bash,0.0,130.0,physical,normal
ninetales,skull-bash,0.0,130.0,physical,normal
jigglypuff,skull-bash,0.0,130.0,physical,normal
wigglytuff,skull-bash,0.0,130.0,physical,normal
parasect,skull-bash,0.0,130.0,physical,normal
persian,skull-bash,0.0,130.0,physical,normal
golduck,skull-bash,0.0,130.0,physical,normal
primeape,skull-bash,0.0,130.0,physical,normal
arcanine,skull-bash,0.0,130.0,physical,normal
poliwhirl,skull-bash,0.0,130.0,physical,normal
poliwrath,skull-bash,0.0,130.0,physical,normal
kadabra,skull-bash,0.0,130.0,physical,normal
alakazam,skull-bash,0.0,130.0,physical,normal
machoke,skull-bash,0.0,130.0,physical,normal
machamp,skull-bash,0.0,130.0,physical,normal
tentacruel,skull-bash,0.0,130.0,physical,normal
ponyta,skull-bash,0.0,130.0,physical,normal
slowpoke,skull-bash,0.0,130.0,physical,normal
farfetchd,skull-bash,0.0,130.0,physical,normal
doduo,skull-bash,0.0,130.0,physical,normal
seel,skull-bash,0.0,130.0,physical,normal
onix,skull-bash,0.0,130.0,physical,normal
drowzee,skull-bash,0.0,130.0,physical,normal
cubone,skull-bash,0.0,130.0,physical,normal
lickitung,skull-bash,0.0,130.0,physical,normal
rhyhorn,skull-bash,0.0,130.0,physical,normal
tangela,skull-bash,0.0,130.0,physical,normal
kangaskhan,skull-bash,0.0,130.0,physical,normal
horsea,skull-bash,0.0,130.0,physical,normal
goldeen,skull-bash,0.0,130.0,physical,normal
staryu,skull-bash,0.0,130.0,physical,normal
scyther,skull-bash,0.0,130.0,physical,normal
tauros,skull-bash,0.0,130.0,physical,normal
lapras,skull-bash,0.0,130.0,physical,normal
eevee,skull-bash,0.0,130.0,physical,normal
porygon,skull-bash,0.0,130.0,physical,normal
dratini,skull-bash,0.0,130.0,physical,normal
mewtwo,skull-bash,0.0,130.0,physical,normal
rapidash,skull-bash,0.0,130.0,physical,normal
slowbro,skull-bash,0.0,130.0,physical,normal
dodrio,skull-bash,0.0,130.0,physical,normal
dewgong,skull-bash,0.0,130.0,physical,normal
gengar,skull-bash,0.0,130.0,physical,normal
hypno,skull-bash,0.0,130.0,physical,normal
electrode,skull-bash,0.0,130.0,physical,normal
marowak,skull-bash,0.0,130.0,physical,normal
